obs,source,auth,title,yr_pub,region,loc,lat_decimal,long_decimal,MAP_mm,soil_type,ox_ult,pH,clay_perc,silt_perc,sand_perc,bnf_input,trt_name,ferttype1,fert1_kgN_ha,ferttype2,fert2_kgN_ha,N_in_kg,org_Nfix_in,irrig_1_0,tropical,split_app,crop,crop_type,NO_kg_seas,NO_kg_seas_zero_rm,SE,approx_num_measurements,num_replicates,duration_d,pct_sand_0.05m_extract,pct_sand_combined,MAP_mm_global,MAP_mm_combined
193,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Kusa et al., 2006",,,,"Hokkaido, Japan ",43.01666667,141.4,,,,,,,,,,Unkown chemical N+manure,,,,130,,,0,,Maize,cereal,6.6,6.6,,,,210,,,,
194,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Kusa et al., 2006",,,,"Hokkaido, Japan ",43.01666667,141.4,,,,,,,,,,Manure,,,,60,,,0,,Maize,cereal,0.5,0.5,,,,210,,,,
195,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Kusa et al., 2006",,,,"Hokkaido, Japan ",43.01666667,141.4,,,,,,,,,,Manure,,,,60,,,0,,Maize,cereal,0.5,0.5,,,,210,,,,
196,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Laville et al., 2011",,,,"Grignon, France ",49.66666667,2.833333333,,,,,,,,,,Urea+ammonium nitrate,,,,108,,,0,,Barley,cereal,0.5,0.5,,,,365,,,,
197,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Laville et al., 2011",,,,"Grignon, France ",49.66666667,2.833333333,,,,,,,,,,Cattle slury,,,,130,,,0,,Maize-wheat,cereal,1.7,1.7,,,,365,,,,
198,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Liu et al., 2010",,,,"Yongji, Shanxi, China ",34.91666667,110.7,,,,,,,,,,Urea,,,,66.3,,,0,,Cotton,other,0.77,0.77,,,,365,,,,
199,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Liu et al., 2011",,,,"Yongji, Shanxi, China ",34.91666667,110.7,,,,,,,,,,,,,,0,,,0,,Wheat-maize rotation,cereal,0.4,0.4,,,,365,,,,
200,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Liu et al., 2011",,,,"Yongji, Shanxi, China ",34.91666667,110.7,,,,,,,,,,Urea,,,,430,,,0,,Wheat-maize rotation,cereal,2.4,2.4,,,,365,,,,
201,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Liu et al., 2011",,,,"Yongji, Shanxi, China ",34.91666667,110.7,,,,,,,,,,Urea,,,,430,,,0,,Wheat-maize rotation,cereal,1.7,1.7,,,,365,,,,
202,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Liu et al., 2011",,,,"Yongji, Shanxi, China ",34.91666667,110.7,,,,,,,,,,Urea,,,,390,,,0,,Wheat-maize rotation,cereal,2.6,2.6,,,,365,,,,
203,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Liu et al., 2011",,,,"Yongji, Shanxi, China ",34.91666667,110.7,,,,,,,,,,Urea,,,,390,,,0,,Wheat-maize rotation,cereal,2.4,2.4,,,,365,,,,
204,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Liu et al., 2015",,,,"Yongji, Shanxi, China ",34.91666667,110.7,,,,,,,,,,,,,,0,,,0,,Wheat-maize rotation,cereal,0.43,0.43,,,,365,,,,
205,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Liu et al., 2015",,,,"Yongji, Shanxi, China ",34.91666667,110.7,,,,,,,,,,Urea,,,,135,,,0,,Wheat-maize rotation,cereal,0.91,0.91,,,,365,,,,
206,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Liu et al., 2015",,,,"Yongji, Shanxi, China ",34.91666667,110.7,,,,,,,,,,Urea,,,,270,,,0,,Wheat-maize rotation,cereal,1.21,1.21,,,,365,,,,
207,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Liu et al., 2015",,,,"Yongji, Shanxi, China ",34.91666667,110.7,,,,,,,,,,Urea,,,,430,,,0,,Wheat-maize rotation,cereal,1.7,1.7,,,,365,,,,
208,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Liu et al., 2015",,,,"Yongji, Shanxi, China ",34.91666667,110.7,,,,,,,,,,Urea,,,,650,,,0,,Wheat-maize rotation,cereal,2.2,2.2,,,,365,,,,
209,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Liu et al., 2015",,,,"Yongji, Shanxi, China ",34.91666667,110.7,,,,,,,,,,Urea,,,,850,,,0,,Wheat-maize rotation,cereal,2.6,2.6,,,,365,,,,
210,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Liu  et al., 2005",,,,"Colorado, USA ",40.65,-104.9833333,,,,,,,,,,,,,,0,,,0,,Maize,cereal,0.39,0.39,,,,570,,,,
211,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Liu  et al., 2005",,,,"Colorado, USA ",40.65,-104.9833333,,,,,,,,,,Urea+ammonium nitrate ,,,,134,,,0,,Maize,cereal,1.27,1.27,,,,570,,,,
212,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Liu  et al., 2005",,,,"Colorado, USA ",40.65,-104.9833333,,,,,,,,,,Urea+ammonium nitrate ,,,,224,,,0,,Maize,cereal,2.81,2.81,,,,570,,,,
213,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Liu  et al., 2005",,,,"Colorado, USA ",40.65,-104.9833333,,,,,,,,,,,,,,0,,,0,,Maize,cereal,0.07,0.07,,,,570,,,,
214,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Liu  et al., 2005",,,,"Colorado, USA ",40.65,-104.9833333,,,,,,,,,,Urea+ammonium nitrate ,,,,134,,,0,,Maize,cereal,0.67,0.67,,,,570,,,,
215,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Liu  et al., 2005",,,,"Colorado, USA ",40.65,-104.9833333,,,,,,,,,,Urea+ammonium nitrate ,,,,224,,,0,,Maize,cereal,0.85,0.85,,,,570,,,,
216,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Liu  et al., 2006",,,,"Colorado, USA ",40.65,-104.9833333,,,,,,,,,,Urea+ammonium nitrate ,,,,224,,,0,,Maize,cereal,0.02,0.02,,,,25,,,,
217,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Lan et al., 2013",,,,"Yixing, Jiangsu, China",31.33333333,119.45,,,,,,,,,,,,,,0,,,0,,Wheat,cereal,2.22,2.22,,,,210,,,,
218,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Lan et al., 2013",,,,"Yixing, Jiangsu, China",31.33333333,119.45,,,,,,,,,,Urea+NPK fertilizer,,,,300,,,0,,Wheat,cereal,3.92,3.92,,,,210,,,,
219,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Lan et al., 2013",,,,"Huai'an, Jiangsu, China ",33.4,119.3,,,,,,,,,,,,,,0,,,0,,Wheat,cereal,2.36,2.36,,,,210,,,,
220,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Lan et al., 2013",,,,"Huai'an, Jiangsu, China ",33.4,119.3,,,,,,,,,,Urea+NPK fertilizer,,,,300,,,0,,Wheat,cereal,4.16,4.16,,,,210,,,,
221,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Meijide et al., 2007",,,,"Arganda del Rey, Madrid, Spain ",40.31666667,-3.316666667,,,,,,,,,,,,,,0,,,0,,Maize,cereal,0.01,0.01,,,,150,,,,
222,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Meijide et al., 2007",,,,"Arganda del Rey, Madrid, Spain ",40.31666667,-3.316666667,,,,,,,,,,Untreated pig slurry ,,,,175,,,0,,Maize,cereal,0.13,0.13,,,,150,,,,
223,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Meijide et al., 2007",,,,"Arganda del Rey, Madrid, Spain ",40.31666667,-3.316666667,,,,,,,,,,Digested pig slurry,,,,175,,,0,,Maize,cereal,0.13,0.13,,,,150,,,,
224,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Meijide et al., 2007",,,,"Arganda del Rey, Madrid, Spain ",40.31666667,-3.316666667,,,,,,,,,,Pig slurry+DCD,,,,175,,,0,,Maize,cereal,0.04,0.04,,,,150,,,,
225,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Meijide et al., 2007",,,,"Arganda del Rey, Madrid, Spain ",40.31666667,-3.316666667,,,,,,,,,,Pig slurry+urea,,,,175,,,0,,Maize,cereal,0.1,0.1,,,,150,,,,
226,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Meijide et al., 2007",,,,"Arganda del Rey, Madrid, Spain ",40.31666667,-3.316666667,,,,,,,,,,Solid waste+pig slurry,,,,175,,,0,,Maize,cereal,0.03,0.03,,,,150,,,,
227,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Meijide et al., 2007",,,,"Arganda del Rey, Madrid, Spain ",40.31666667,-3.316666667,,,,,,,,,,Urea,,,,175,,,0,,Maize,cereal,0.23,0.23,,,,150,,,,
228,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Meijide et al., 2009",,,,"Madrid, Spain ",40.53333333,-3.316666667,,,,,,,,,,,,,,0,,,0,,Barley,cereal,0.01,0.01,,,,120,,,,
229,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Meijide et al., 2009",,,,"Madrid, Spain ",40.53333333,-3.316666667,,,,,,,,,,Untreated pig slurry ,,,,125,,,0,,Barley,cereal,0.04,0.04,,,,120,,,,
230,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Meijide et al., 2009",,,,"Madrid, Spain ",40.53333333,-3.316666667,,,,,,,,,,Digested pig slurry,,,,125,,,0,,Barley,cereal,0.07,0.07,,,,120,,,,
231,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Meijide et al., 2009",,,,"Madrid, Spain ",40.53333333,-3.316666667,,,,,,,,,,Composted organic waste,,,,125,,,0,,Barley,cereal,0.04,0.04,,,,120,,,,
232,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Meijide et al., 2009",,,,"Madrid, Spain ",40.53333333,-3.316666667,,,,,,,,,,Composted organic waste+slurry,,,,125,,,0,,Barley,cereal,0.03,0.03,,,,120,,,,
233,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Meijide et al., 2009",,,,"Madrid, Spain ",40.53333333,-3.316666667,,,,,,,,,,Urea,,,,125,,,0,,Barley,cereal,0.06,0.06,,,,120,,,,
234,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Sánchez-Martín et al., 2008",,,,"Madrid, Spain ",40.53333333,-3.283333333,,,,,,,,,,,,,,0,,,0,,Melon,other,0.02,0.02,,,,120,,,,
235,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Sánchez-Martín et al., 2008",,,,"Madrid, Spain ",40.53333333,-3.283333333,,,,,,,,,,Ammonium sulphate ,,,,175,,,0,,Melon,other,0.23,0.23,,,,120,,,,
236,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Sánchez-Martín et al., 2008",,,,"Madrid, Spain ",40.53333333,-3.283333333,,,,,,,,,,,,,,0,,,0,,Melon,other,0.05,0.05,,,,120,,,,
237,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Sánchez-Martín et al., 2008",,,,"Madrid, Spain ",40.53333333,-3.283333333,,,,,,,,,,Ammonium sulphate ,,,,175,,,0,,Melon,other,0.15,0.15,,,,120,,,,
238,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Sánchez-Martín et al., 2010",,,,"Madrid, Spain ",40.53333333,-3.283333333,,,,,,,,,,,,,,0,,,0,,Melon,other,0.02,0.02,,,,120,,,,
239,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Sánchez-Martín et al., 2010",,,,"Madrid, Spain ",40.53333333,-3.283333333,,,,,,,,,,Pig manure ,,,,175,,,0,,Melon,other,0.09,0.09,,,,120,,,,
240,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Sánchez-Martín et al., 2010",,,,"Madrid, Spain ",40.53333333,-3.283333333,,,,,,,,,,,,,,0,,,0,,Melon,other,0.04,0.04,,,,120,,,,
241,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Sánchez-Martín et al., 2010",,,,"Madrid, Spain ",40.53333333,-3.283333333,,,,,,,,,,Pig manure ,,,,175,,,0,,Melon,other,0.11,0.11,,,,120,,,,
242,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Sanz-Cobena et al., 2012",,,,"Madrid, Spain ",40.53333333,-3.283333333,,,,,,,,,,,,,,0,,,0,,Maize,cereal,0.36,0.36,,,,210,,,,
243,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Sanz-Cobena et al., 2012",,,,"Madrid, Spain ",40.53333333,-3.283333333,,,,,,,,,,Urea+NBPT+DCD,,,,250,,,0,,Maize,cereal,0.58,0.58,,,,210,,,,
244,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Sanz-Cobena et al., 2012",,,,"Madrid, Spain ",40.53333333,-3.283333333,,,,,,,,,,Urea+NBPT,,,,250,,,0,,Maize,cereal,1.03,1.03,,,,210,,,,
245,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Sanz-Cobena et al., 2012",,,,"Madrid, Spain ",40.53333333,-3.283333333,,,,,,,,,,Urea,,,,250,,,0,,Maize,cereal,2.7,2.7,,,,210,,,,
246,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Vallejo et al., 2006",,,,"Madrid, Spain ",40.53333333,-3.283333333,,,,,,,,,,,,,,0,,,0,,Potato,other,0.01,0.01,,,,200,,,,
247,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Vallejo et al., 2006",,,,"Madrid, Spain ",40.53333333,-3.283333333,,,,,,,,,,Untreated pig slurry,,,,175,,,0,,Potato,other,0.1,0.1,,,,200,,,,
248,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Vallejo et al., 2006",,,,"Madrid, Spain ",40.53333333,-3.283333333,,,,,,,,,,Digested thin fraction of pig slurry,,,,175,,,0,,Potato,other,0.1,0.1,,,,200,,,,
249,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Vallejo et al., 2006",,,,"Madrid, Spain ",40.53333333,-3.283333333,,,,,,,,,,Pig slurry+ DCD,,,,175,,,0,,Potato,other,0.03,0.03,,,,200,,,,
250,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Vallejo et al., 2006",,,,"Madrid, Spain ",40.53333333,-3.283333333,,,,,,,,,,Composting pig slurry ,,,,175,,,0,,Potato,other,0.17,0.17,,,,200,,,,
251,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Vallejo et al., 2006",,,,"Madrid, Spain ",40.53333333,-3.283333333,,,,,,,,,,Municipal solid waste+urea,,,,175,,,0,,Potato,other,0.07,0.07,,,,200,,,,
252,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Vallejo et al., 2006",,,,"Madrid, Spain ",40.53333333,-3.283333333,,,,,,,,,,Urea,,,,175,,,0,,Potato,other,0.24,0.24,,,,200,,,,
253,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Xiang et al., 2015",,,,"Suzhou, Jiangsu, China",31.4,120.4166667,,,,,,,,,,,,,,0,,,0,,Wheat,cereal,0.05,0.05,,,,180,,,,
254,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Xiang et al., 2015",,,,"Suzhou, Jiangsu, China",31.4,120.4166667,,,,,,,,,,Urea,,,,263,,,0,,Wheat,cereal,0.24,0.24,,,,180,,,,
255,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Xiang et al., 2015",,,,"Suzhou, Jiangsu, China",31.4,120.4166667,,,,,,,,,,Urea,,,,225,,,0,,Wheat,cereal,0.21,0.21,,,,180,,,,
256,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Xiang et al., 2015",,,,"Suzhou, Jiangsu, China",31.4,120.4166667,,,,,,,,,,Urea,,,,225,,,0,,Wheat,cereal,0.26,0.26,,,,180,,,,
257,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Xiang et al., 2015",,,,"Suzhou, Jiangsu, China",31.4,120.4166667,,,,,,,,,,Urea,,,,225,,,0,,Wheat,cereal,0.21,0.21,,,,180,,,,
258,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yan  et al., 2013",,,,"Huantai County, Shandong, China",36.96666667,117.9833333,,,,,,,,,,,,,,0,,,0,,Wheat-maize rotation,cereal,0.56,0.56,,,,365,,,,
259,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yan  et al., 2013",,,,"Huantai County, Shandong, China",36.96666667,117.9833333,,,,,,,,,,Urea+diammonium phosphate,,,,600,,,0,,Wheat-maize rotation,cereal,3.09,3.09,,,,365,,,,
260,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yan  et al., 2013",,,,"Huantai County, Shandong, China",36.96666667,117.9833333,,,,,,,,,,Urea+diammonium phosphate,,,,400,,,0,,Wheat-maize rotation,cereal,2.55,2.55,,,,365,,,,
261,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yan  et al., 2013",,,,"Huantai County, Shandong, China",36.96666667,117.9833333,,,,,,,,,,,,,,0,,,0,,Wheat-maize rotation,cereal,0.29,0.29,,,,365,,,,
262,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yan  et al., 2013",,,,"Huantai County, Shandong, China",36.96666667,117.9833333,,,,,,,,,,Urea+diammonium phosphate,,,,600,,,0,,Wheat-maize rotation,cereal,1.61,1.61,,,,365,,,,
263,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yan  et al., 2013",,,,"Huantai County, Shandong, China",36.96666667,117.9833333,,,,,,,,,,Urea+diammonium phosphate,,,,400,,,0,,Wheat-maize rotation,cereal,1.93,1.93,,,,365,,,,
264,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yan  et al., 2015",,,,"Huantai County, Shandong, China",36.96666667,117.9833333,,,,,,,,,,,,,,0,,,0,,Wheat-maize rotation,cereal,0.4,0.4,,,,365,,,,
265,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yan  et al., 2015",,,,"Huantai County, Shandong, China",36.96666667,117.9833333,,,,,,,,,,Urea+diammonium phosphate,,,,600,,,0,,Wheat-maize rotation,cereal,2.4,2.4,,,,365,,,,
266,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yan  et al., 2015",,,,"Huantai County, Shandong, China",36.96666667,117.9833333,,,,,,,,,,Urea+diammonium phosphate,,,,420,,,0,,Wheat-maize rotation,cereal,2.2,2.2,,,,365,,,,
267,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yan  et al., 2015",,,,"Huantai County, Shandong, China",36.96666667,117.9833333,,,,,,,,,,Urea+diammonium phosphate+manure,,,,420,,,0,,Wheat-maize rotation,cereal,1.3,1.3,,,,365,,,,
268,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yan  et al., 2015",,,,"Huantai County, Shandong, China",36.96666667,117.9833333,,,,,,,,,,Controlled-release urea+manure,,,,420,,,0,,Wheat-maize rotation,cereal,1.2,1.2,,,,365,,,,
269,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yao et al., 2009",,,,"Jiangsu, China ",32.58333333,119.7,,,,,,,,,,,,,,0,,,0,,Wheat,cereal,0.16,0.16,,,,150,,,,
270,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yao et al., 2009",,,,"Jiangsu, China ",32.58333333,119.7,,,,,,,,,,Compound fertilizer+urea ,,,,225,,,0,,Wheat,cereal,0.45,0.45,,,,150,,,,
271,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yao et al., 2009",,,,"Jiangsu, China ",32.58333333,119.7,,,,,,,,,,Compound fertilizer+urea,,,,225,,,0,,Wheat,cereal,0.47,0.47,,,,150,,,,
